"symbol","company_name","challenge_name","ticker","exchange","quote_currency","currency","quote_scale","sector","industry","challenge_sector","market_cap","market_cap_currency","market_cap_date","market_cap_date_basis","market_cap_precision","retrieved_date","listing_status","flags","notes","alternative_symbols","source_row","quote_url","listing_source_url","classification_source_url","market_cap_source_url","supplemental_source_url"
"EVS.BR","EVS SA","EVS BROADC.EQUIPM.","EVS","Euronext Brussels","EUR","EUR","1","Technology","Communication Equipment","Industrie","373120000","EUR","2026-09-16","retrieval date of daily exchange list","rounded source display","2026-09-16","company matched to selected lookup listing","rounded-cap","","","212","https://stockanalysis.com/quote/ebr/EVS/","https://query2.finance.yahoo.com/v8/finance/chart/EVS.BR?interval=1d&range=1d","https://query2.finance.yahoo.com/v1/finance/search?q=EVS.BR&quotesCount=3&newsCount=0","https://stockanalysis.com/list/euronext-brussels/",""
"EXC","Exelon Corporation","Exelon Corp","EXC","Nasdaq Global Select Market","USD","USD","1","Utilities","Utilities - Regulated Electric","Services publics","43723976704","USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","company matched to selected lookup listing","","","","213","https://finance.yahoo.com/quote/EXC/","https://finance.yahoo.com/quote/EXC/","https://finance.yahoo.com/quote/EXC/","https://finance.yahoo.com/quote/EXC/",""
"EXM.BR","Exmar NV","EXMAR ord.","EXM","Euronext Brussels","EUR","EUR","1","Energy","Oil & Gas Equipment & Services","Industrie","946240000","EUR","2026-09-16","retrieval date of daily exchange list","rounded source display","2026-09-16","company matched to selected lookup listing","rounded-cap","","","214","https://stockanalysis.com/quote/ebr/EXM/","https://query2.finance.yahoo.com/v8/finance/chart/EXM.BR?interval=1d&range=1d","https://query2.finance.yahoo.com/v1/finance/search?q=EXMAR+ord.&quotesCount=8&newsCount=0","https://stockanalysis.com/list/euronext-brussels/",""
"EXO.AS","Exor N.V.","EXOR","EXO","Euronext Amsterdam","EUR","EUR","1","Financial Services","Asset Management","Finance","14430000000","EUR","2026-09-16","retrieval date of daily exchange list","rounded source display","2026-09-16","company matched to selected lookup listing","rounded-cap","","","215","https://stockanalysis.com/quote/ams/EXO/","https://query2.finance.yahoo.com/v8/finance/chart/EXO.AS?interval=1d&range=1d","https://query2.finance.yahoo.com/v1/finance/search?q=EXOR&quotesCount=8&newsCount=0","https://stockanalysis.com/list/euronext-amsterdam/",""
"XOM","ExxonMobil Holdings Corporation","ExxonMobil Holdings Corporation","XOM","NYSE","USD","USD","1","Energy","Oil & Gas Integrated","Énergie","671557484544","USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","company matched to selected lookup listing","","","","216","https://finance.yahoo.com/quote/XOM/","https://finance.yahoo.com/quote/XOM/","https://finance.yahoo.com/quote/XOM/","https://finance.yahoo.com/quote/XOM/",""
"FFIV","F5, Inc.","F5, Inc.","FFIV","Nasdaq Global Select Market","USD","USD","1","Technology","Software - Infrastructure","IT","23986708480","USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","company matched to selected lookup listing","","","","217","https://finance.yahoo.com/quote/FFIV/","https://finance.yahoo.com/quote/FFIV/","https://finance.yahoo.com/quote/FFIV/","https://finance.yahoo.com/quote/FFIV/",""
"FAGR.BR","Fagron NV","FAGRON","FAGR","Euronext Brussels","EUR","EUR","1","Healthcare","Drug Manufacturers — Specialty & Generic","Soins de santé","1620000000","EUR","2026-09-16","retrieval date of daily exchange list","rounded source display","2026-09-16","company matched to selected lookup listing","rounded-cap","","","218","https://stockanalysis.com/quote/ebr/FAGR/","https://query2.finance.yahoo.com/v8/finance/chart/FAGR.BR?interval=1d&range=1d","https://query2.finance.yahoo.com/v1/finance/search?q=FAGRON&quotesCount=8&newsCount=0","https://stockanalysis.com/list/euronext-brussels/",""
"FAST","Fastenal Company","Fastenal Company","FAST","Nasdaq Global Select Market","USD","USD","1","Industrials","Industrial Distribution","Industrie","56261804032","USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","company matched to selected lookup listing","","","","219","https://finance.yahoo.com/quote/FAST/","https://finance.yahoo.com/quote/FAST/","https://finance.yahoo.com/quote/FAST/","https://finance.yahoo.com/quote/FAST/",""
"FAST.AS","Fastned B.V.","FASTNED","FAST","Euronext Amsterdam","EUR","EUR","1","Consumer Cyclical","Specialty Retail","Énergie","753731456","EUR","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","company matched to selected lookup listing","","","","220","https://finance.yahoo.com/quote/FAST.AS/","https://finance.yahoo.com/quote/FAST.AS/","https://query2.finance.yahoo.com/v1/finance/search?q=FASTNED&quotesCount=8&newsCount=0","https://finance.yahoo.com/quote/FAST.AS/",""
"FDX","FedEx Corporation","FedEx Corp","FDX","NYSE","USD","USD","1","Industrials","Integrated Freight & Logistics","Industrie","71408205824","USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","company matched to selected lookup listing","","","","221","https://finance.yahoo.com/quote/FDX/","https://finance.yahoo.com/quote/FDX/","https://finance.yahoo.com/quote/FDX/","https://finance.yahoo.com/quote/FDX/",""
"RACE.MI","Ferrari N.V.","Ferrari NV","RACE","Borsa Italiana (Euronext Milan)","EUR","EUR","1","Consumer Cyclical","Auto Manufacturers","Consommation discrétionnaire","62699143168","EUR","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","company matched to selected lookup listing","","","","222","https://finance.yahoo.com/quote/RACE.MI/","https://finance.yahoo.com/quote/RACE.MI/","https://finance.yahoo.com/quote/RACE.MI/","https://finance.yahoo.com/quote/RACE.MI/",""
"FER.AS","Ferrovial N.V.","Ferrovial NV","FER","Euronext Amsterdam","EUR","EUR","1","Industrials","Engineering & Construction","Industrie","34800000000","EUR","2026-09-10","quote date shown by market-cap source","rounded source display","2026-09-16","company matched to selected lookup listing","older-cap; rounded-cap","Amsterdam listing selected; the company also has a Nasdaq listing under FER. Market-cap source snapshot is over five calendar days old; see source date.","","223","https://stockanalysis.com/quote/ams/FER/","https://query2.finance.yahoo.com/v8/finance/chart/FER.AS?interval=1d&range=1d","https://query2.finance.yahoo.com/v1/finance/search?q=FER.AS&quotesCount=3&newsCount=0","https://stockanalysis.com/quote/ams/FER/",""
"FIS","Fidelity National Information Services, Inc.","Fidelity National Information Services","FIS","NYSE","USD","USD","1","Technology","Information Technology Services","Industrie","19003762688","USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","company matched to selected lookup listing","","","","224","https://finance.yahoo.com/quote/FIS/","https://finance.yahoo.com/quote/FIS/","https://finance.yahoo.com/quote/FIS/","https://finance.yahoo.com/quote/FIS/",""
"TUB.BR","Financière de Tubize SA","TUBIZE-FIN","TUB","Euronext Brussels","EUR","EUR","1","Healthcare","Biotechnology","Finance","7900000000","EUR","2026-09-16","retrieval date of daily exchange list","rounded source display","2026-09-16","company matched to selected lookup listing","rounded-cap","","","518","https://stockanalysis.com/quote/ebr/TUB/","https://query2.finance.yahoo.com/v8/finance/chart/TUB.BR?interval=1d&range=1d","https://query2.finance.yahoo.com/v1/finance/search?q=TUBIZE-FIN&quotesCount=8&newsCount=0","https://stockanalysis.com/list/euronext-brussels/",""
"AG","First Majestic Silver Corp.","FIRST MAJESTIC SILVER Corp","AG","NYSE","USD","USD","1","Basic Materials","Silver","Matériaux","9034973184","USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","company matched to selected lookup listing","","","","225","https://finance.yahoo.com/quote/AG/","https://finance.yahoo.com/quote/AG/","https://finance.yahoo.com/quote/AG/","https://finance.yahoo.com/quote/AG/",""
"FISV","Fiserv, Inc.","Fiserv","FISV","Nasdaq Global Select Market","USD","USD","1","Technology","Information Technology Services","IT","26295865344","USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","company matched to selected lookup listing","","Current ticker FISV. Former ticker FI ceased to be the primary ticker when the listing moved to Nasdaq in November 2025.","","226","https://finance.yahoo.com/quote/FISV/","https://finance.yahoo.com/quote/FISV/","https://query2.finance.yahoo.com/v1/finance/search?q=Fiserv&quotesCount=8&newsCount=0","https://finance.yahoo.com/quote/FISV/","https://investors.fiserv.com/news-releases/news-release-details/fiserv-announces-transfer-stock-exchange-listing-nasdaq"
"FLOW.AS","Flow Traders Ltd.","FLOW TRADERS","FLOW","Euronext Amsterdam","EUR","EUR","1","Financial Services","Capital Markets","Finance","1240000000","EUR","2026-09-16","retrieval date of daily exchange list","rounded source display","2026-09-16","company matched to selected lookup listing","rounded-cap","","","227","https://stockanalysis.com/quote/ams/FLOW/","https://query2.finance.yahoo.com/v8/finance/chart/FLOW.AS?interval=1d&range=1d","https://query2.finance.yahoo.com/v1/finance/search?q=FLOW+TRADERS&quotesCount=8&newsCount=0","https://stockanalysis.com/list/euronext-amsterdam/",""
"FLUX.BR","Fluxys Belgium SA","FLUXYS BELGIUM","FLUX","Euronext Brussels","EUR","EUR","1","Energy","Oil & Gas Midstream","Énergie","1560000000","EUR","2026-09-16","retrieval date of daily exchange list","rounded source display","2026-09-16","company matched to selected lookup listing","rounded-cap","","","228","https://stockanalysis.com/quote/ebr/FLUX/","https://query2.finance.yahoo.com/v8/finance/chart/FLUX.BR?interval=1d&range=1d","https://query2.finance.yahoo.com/v1/finance/search?q=FLUXYS+BELGIUM&quotesCount=8&newsCount=0","https://stockanalysis.com/list/euronext-brussels/",""
"FFARM.AS","ForFarmers N.V.","FORFARMERS","FFARM","Euronext Amsterdam","EUR","EUR","1","Consumer Defensive","Packaged Foods","Biens de consommation courants","515264896","EUR","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","company matched to selected lookup listing","","","","229","https://finance.yahoo.com/quote/FFARM.AS/","https://finance.yahoo.com/quote/FFARM.AS/","https://query2.finance.yahoo.com/v1/finance/search?q=FORFARMERS&quotesCount=8&newsCount=0","https://finance.yahoo.com/quote/FFARM.AS/",""
"FTNT","Fortinet, Inc.","Fortinet","FTNT","Nasdaq Global Select Market","USD","USD","1","Technology","Software - Infrastructure","IT","126029996032","USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","company matched to selected lookup listing","","","","230","https://finance.yahoo.com/quote/FTNT/","https://finance.yahoo.com/quote/FTNT/","https://finance.yahoo.com/quote/FTNT/","https://finance.yahoo.com/quote/FTNT/",""
"FOXA","Fox Corporation","Fox Corp","FOXA","Nasdaq Global Select Market","USD","USD","1","Communication Services","Entertainment","Consommation discrétionnaire","27816144896","USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","share class not confirmed","share-class","Class A FOXA selected; Class B FOX also exists. Challenge share class not confirmed.","FOX","231","https://finance.yahoo.com/quote/FOXA/","https://finance.yahoo.com/quote/FOXA/","https://finance.yahoo.com/quote/FOXA/","https://finance.yahoo.com/quote/FOXA/",""
"FCX","Freeport-McMoRan Inc.","Freeport-McMoran","FCX","NYSE","USD","USD","1","Basic Materials","Copper","Matériaux","99429851136","USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","company matched to selected lookup listing","","","","232","https://finance.yahoo.com/quote/FCX/","https://finance.yahoo.com/quote/FCX/","https://finance.yahoo.com/quote/FCX/","https://finance.yahoo.com/quote/FCX/",""
"FME.DE","Fresenius Medical Care AG","FRESENIUS MEDICAL CARE AG","FME","Xetra","EUR","EUR","1","Healthcare","Medical Care Facilities","Soins de santé","10652369920","EUR","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","company matched to selected lookup listing","","","","233","https://finance.yahoo.com/quote/FME.DE/","https://finance.yahoo.com/quote/FME.DE/","https://finance.yahoo.com/quote/FME.DE/","https://finance.yahoo.com/quote/FME.DE/",""
"FRE.DE","Fresenius SE & Co. KGaA","FRESENIUS SE & CO. KGAA","FRE","Xetra","EUR","EUR","1","Healthcare","Medical Care Facilities","Soins de santé","25570000000","EUR","2026-09-16","quote date shown by market-cap source","rounded source display","2026-09-16","company matched to selected lookup listing","rounded-cap","","","234","https://stockanalysis.com/quote/etr/FRE/","https://query2.finance.yahoo.com/v8/finance/chart/FRE.DE?interval=1d&range=1d","https://query2.finance.yahoo.com/v1/finance/search?q=FRESENIUS+SE+%26+CO.+KGAA&quotesCount=8&newsCount=0","https://stockanalysis.com/quote/etr/FRE/",""
"FRES.L","Fresnillo plc","FRESNILLO PLC","FRES","London Stock Exchange","GBp","GBP","0.01","Basic Materials","Other Precious Metals & Mining","Matériaux","21010000000","GBP","2026-09-16","quote date shown by market-cap source","rounded source display","2026-09-16","company matched to selected lookup listing","rounded-cap","Quote currency is pence; market capitalization is in pounds (GBP).","","235","https://finance.yahoo.com/quote/FRES.L/","https://finance.yahoo.com/quote/FRES.L/","https://query2.finance.yahoo.com/v1/finance/search?q=FRESNILLO+PLC&quotesCount=8&newsCount=0","https://stockanalysis.com/quote/lon/FRES/",""
"FUR.AS","Fugro N.V.","FUGRO","FUR","Euronext Amsterdam","EUR","EUR","1","Energy","Oil & Gas Equipment & Services","Énergie","902921600","EUR","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","company matched to selected lookup listing","","","","236","https://finance.yahoo.com/quote/FUR.AS/","https://finance.yahoo.com/quote/FUR.AS/","https://query2.finance.yahoo.com/v1/finance/search?q=FUGRO&quotesCount=8&newsCount=0","https://finance.yahoo.com/quote/FUR.AS/",""
"GME","GameStop Corp.","GameStop Corp","GME","NYSE","USD","USD","1","Consumer Cyclical","Specialty Retail","Consommation discrétionnaire","11088931840","USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","company matched to selected lookup listing","","","","237","https://finance.yahoo.com/quote/GME/","https://finance.yahoo.com/quote/GME/","https://finance.yahoo.com/quote/GME/","https://finance.yahoo.com/quote/GME/",""
"IT","Gartner, Inc.","Gartner","IT","NYSE","USD","USD","1","Technology","Information Technology Services","IT","12097449984","USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","company matched to selected lookup listing","","","","238","https://finance.yahoo.com/quote/IT/","https://finance.yahoo.com/quote/IT/","https://finance.yahoo.com/quote/IT/","https://finance.yahoo.com/quote/IT/",""
"GEHC","GE HealthCare Technologies Inc.","GE HealthCare Technologies","GEHC","Nasdaq Global Select Market","USD","USD","1","Healthcare","Medical Devices","Soins de santé","28677560320","USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","company matched to selected lookup listing","","","","240","https://finance.yahoo.com/quote/GEHC/","https://finance.yahoo.com/quote/GEHC/","https://finance.yahoo.com/quote/GEHC/","https://finance.yahoo.com/quote/GEHC/",""
