"challenge_name","company_name","ticker","exchange","yahoo_symbol","quote_url","quote_currency","sector","industry","market_cap","market_cap_currency","market_cap_source_date","market_cap_date_basis","market_cap_precision","data_retrieved_date","challenge_sector","listing_match_status","notes","alternative_yahoo_symbols","listing_source_url","classification_source_url","market_cap_source_url","supplemental_source_url"
"ASM International N.V.","ASM International NV","ASM","Euronext Amsterdam","ASM.AS","https://finance.yahoo.com/quote/ASM.AS/","EUR","Technology","Semiconductor Equipment & Materials",37690073088,"EUR","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","IT","company matched to selected lookup listing","","","https://finance.yahoo.com/quote/ASM.AS/","https://finance.yahoo.com/quote/ASM.AS/","https://finance.yahoo.com/quote/ASM.AS/",""
"ASML HOLDING","ASML Holding N.V.","ASML","Euronext Amsterdam","ASML.AS","https://finance.yahoo.com/quote/ASML.AS/","EUR","Technology","Semiconductor Equipment & Materials",536280399872,"EUR","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","IT","company matched to selected lookup listing","","","https://finance.yahoo.com/quote/ASML.AS/","https://finance.yahoo.com/quote/ASML.AS/","https://finance.yahoo.com/quote/ASML.AS/",""
"ASR NEDERLAND","ASR Nederland N.V.","ASRNL","Euronext Amsterdam","ASRNL.AS","https://finance.yahoo.com/quote/ASRNL.AS/","EUR","Financial Services","Insurance—Diversified",15007380480,"EUR","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","Finance","company matched to selected lookup listing","","","https://finance.yahoo.com/quote/ASRNL.AS/","https://query2.finance.yahoo.com/v1/finance/search?q=ASR+NEDERLAND&quotesCount=8&newsCount=0","https://finance.yahoo.com/quote/ASRNL.AS/",""
"AstraZeneca Plc","AstraZeneca PLC","AZN","London Stock Exchange","AZN.L","https://finance.yahoo.com/quote/AZN.L/","GBp","Healthcare","Drug Manufacturers - General",188216721408,"GBP","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","Soins de santé","company matched to selected lookup listing","Quote currency is pence; market capitalization is in pounds (GBP).","","https://finance.yahoo.com/quote/AZN.L/","https://finance.yahoo.com/quote/AZN.L/","https://finance.yahoo.com/quote/AZN.L/",""
"ATENOR","Atenor SA","ATEB","Euronext Brussels","ATEB.BR","https://finance.yahoo.com/quote/ATEB.BR/","EUR","Real Estate","Real Estate - Development",60069600,"EUR","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","Immobilier","company matched to selected lookup listing","","","https://finance.yahoo.com/quote/ATEB.BR/","https://finance.yahoo.com/quote/ATEB.BR/","https://finance.yahoo.com/quote/ATEB.BR/",""
"Atlassian Corp","Atlassian Corporation","TEAM","Nasdaq Global Select Market","TEAM","https://finance.yahoo.com/quote/TEAM/","USD","Technology","Software - Application",48167251968,"USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","IT","company matched to selected lookup listing","","","https://finance.yahoo.com/quote/TEAM/","https://finance.yahoo.com/quote/TEAM/","https://finance.yahoo.com/quote/TEAM/",""
"AUTO TRADER GROUP PLC","Autotrader Group plc","AUTO","London Stock Exchange","AUTO.L","https://stockanalysis.com/quote/lon/AUTO/","GBp","Communication Services","Internet Content & Information",3910000000,"GBP","2026-09-16","quote date shown by market-cap source","rounded source display","2026-09-16","IT","company matched to selected lookup listing","Quote currency is pence; market capitalization is in pounds (GBP).","","https://query2.finance.yahoo.com/v8/finance/chart/AUTO.L?interval=1d&range=1d","https://query2.finance.yahoo.com/v1/finance/search?q=AUTO.L&quotesCount=3&newsCount=0","https://stockanalysis.com/quote/lon/AUTO/",""
"Autodesk","Autodesk, Inc.","ADSK","Nasdaq Global Select Market","ADSK","https://finance.yahoo.com/quote/ADSK/","USD","Technology","Software - Application",46044790784,"USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","IT","company matched to selected lookup listing","","","https://finance.yahoo.com/quote/ADSK/","https://finance.yahoo.com/quote/ADSK/","https://finance.yahoo.com/quote/ADSK/",""
"Automatic Data Processing","Automatic Data Processing, Inc.","ADP","Nasdaq Global Select Market","ADP","https://finance.yahoo.com/quote/ADP/","USD","Technology","Software - Application",108528214016,"USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","Industrie","company matched to selected lookup listing","","","https://finance.yahoo.com/quote/ADP/","https://finance.yahoo.com/quote/ADP/","https://finance.yahoo.com/quote/ADP/",""
"AVANTIUM","Avantium N.V.","AVTX","Euronext Amsterdam","AVTX.AS","https://finance.yahoo.com/quote/AVTX.AS/","EUR","Basic Materials","Specialty Chemicals",123638968,"EUR","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","Matériaux","company matched to selected lookup listing","","","https://finance.yahoo.com/quote/AVTX.AS/","https://finance.yahoo.com/quote/AVTX.AS/","https://finance.yahoo.com/quote/AVTX.AS/",""
"AXA","AXA SA","CS","Euronext Paris","CS.PA","https://finance.yahoo.com/quote/CS.PA/","EUR","Financial Services","Insurance - Diversified",92438765568,"EUR","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","Finance","company matched to selected lookup listing","","","https://finance.yahoo.com/quote/CS.PA/","https://finance.yahoo.com/quote/CS.PA/","https://finance.yahoo.com/quote/CS.PA/",""
"AZELIS GROUP NV","Azelis Group NV","AZE","Euronext Brussels","AZE.BR","https://finance.yahoo.com/quote/AZE.BR/","EUR","Basic Materials","Specialty Chemicals",2915686400,"EUR","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","Matériaux","company matched to selected lookup listing","","","https://finance.yahoo.com/quote/AZE.BR/","https://finance.yahoo.com/quote/AZE.BR/","https://finance.yahoo.com/quote/AZE.BR/",""
"AZERION GROUP N.V.","Azerion Group N.V.","AZRN","Euronext Amsterdam","AZRN.AS","https://stockanalysis.com/quote/ams/AZRN/","EUR","Communication Services","Electronic Gaming & Multimedia",110070000,"EUR","2026-09-16","retrieval date of daily exchange list","rounded source display","2026-09-16","Consommation discrétionnaire","company matched to selected lookup listing","","","https://query2.finance.yahoo.com/v8/finance/chart/AZRN.AS?interval=1d&range=1d","https://query2.finance.yahoo.com/v1/finance/search?q=AZERION+GROUP+N.V.&quotesCount=8&newsCount=0","https://stockanalysis.com/list/euronext-amsterdam/",""
"BAE SYSTEMS PLC","BAE Systems plc","BA","London Stock Exchange","BA.L","https://finance.yahoo.com/quote/BA.L/","GBp","Industrials","Aerospace & Defense",59403952128,"GBP","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","Autres","company matched to selected lookup listing","Quote currency is pence; market capitalization is in pounds (GBP).","","https://finance.yahoo.com/quote/BA.L/","https://finance.yahoo.com/quote/BA.L/","https://finance.yahoo.com/quote/BA.L/",""
"Baker Hughes Company","Baker Hughes Company","BKR","Nasdaq Global Select Market","BKR","https://finance.yahoo.com/quote/BKR/","USD","Energy","Oil & Gas Equipment & Services",55907401728,"USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","Énergie","company matched to selected lookup listing","","","https://finance.yahoo.com/quote/BKR/","https://finance.yahoo.com/quote/BKR/","https://finance.yahoo.com/quote/BKR/",""
"BANCO BPM S.P.A.","Banco BPM S.p.A.","BAMI","Borsa Italiana (Euronext Milan)","BAMI.MI","https://finance.yahoo.com/quote/BAMI.MI/","EUR","Financial Services","Banks—Regional",24236509184,"EUR","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","Finance","company matched to selected lookup listing","","","https://finance.yahoo.com/quote/BAMI.MI/","https://query2.finance.yahoo.com/v1/finance/search?q=BANCO+BPM+S.P.A.&quotesCount=8&newsCount=0","https://finance.yahoo.com/quote/BAMI.MI/",""
"BANIJAY GROUP N.V.","Banijay Group N.V.","BNJ","Euronext Amsterdam","BNJ.AS","https://finance.yahoo.com/quote/BNJ.AS/","EUR","Communication Services","Entertainment",3639715584,"EUR","2026-09-14","quote date shown by market-cap source","provider raw value","2026-09-16","Consommation discrétionnaire","company matched to selected lookup listing","","","https://finance.yahoo.com/quote/BNJ.AS/","https://finance.yahoo.com/quote/BNJ.AS/","https://finance.yahoo.com/quote/BNJ.AS/",""
"Bank of America Corp","Bank of America Corporation","BAC","NYSE","BAC","https://finance.yahoo.com/quote/BAC/","USD","Financial Services","Banks - Diversified",404880162816,"USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","Finance","company matched to selected lookup listing","","","https://finance.yahoo.com/quote/BAC/","https://finance.yahoo.com/quote/BAC/","https://finance.yahoo.com/quote/BAC/",""
"BARCO","Barco NV","BAR","Euronext Brussels","BAR.BR","https://stockanalysis.com/quote/ebr/BAR/","EUR","Technology","Electronic Components",599830000,"EUR","2026-09-16","retrieval date of daily exchange list","rounded source display","2026-09-16","IT","company matched to selected lookup listing","","","https://query2.finance.yahoo.com/v8/finance/chart/BAR.BR?interval=1d&range=1d","https://query2.finance.yahoo.com/v1/finance/search?q=BARCO&quotesCount=8&newsCount=0","https://stockanalysis.com/list/euronext-brussels/",""
"BARRY CALLEBAUT AG","Barry Callebaut AG","BARN","SIX Swiss Exchange","BARN.SW","https://finance.yahoo.com/quote/BARN.SW/","CHF","Consumer Defensive","Confectioners",6074832896,"CHF","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","Biens de consommation courants","company matched to selected lookup listing","","","https://finance.yahoo.com/quote/BARN.SW/","https://finance.yahoo.com/quote/BARN.SW/","https://finance.yahoo.com/quote/BARN.SW/",""
"BASF SE","BASF SE","BAS","Xetra","BAS.DE","https://finance.yahoo.com/quote/BAS.DE/","EUR","Basic Materials","Chemicals",44879859712,"EUR","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","Matériaux","company matched to selected lookup listing","","","https://finance.yahoo.com/quote/BAS.DE/","https://finance.yahoo.com/quote/BAS.DE/","https://finance.yahoo.com/quote/BAS.DE/",""
"BASIC-FIT","Basic-Fit N.V.","BFIT","Euronext Amsterdam","BFIT.AS","https://finance.yahoo.com/quote/BFIT.AS/","EUR","Consumer Cyclical","Leisure",2124289792,"EUR","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","Consommation discrétionnaire","company matched to selected lookup listing","","","https://finance.yahoo.com/quote/BFIT.AS/","https://finance.yahoo.com/quote/BFIT.AS/","https://finance.yahoo.com/quote/BFIT.AS/",""
"BAYER AG","Bayer Aktiengesellschaft","BAYN","Xetra","BAYN.DE","https://finance.yahoo.com/quote/BAYN.DE/","EUR","Healthcare","Drug Manufacturers - General",48119132160,"EUR","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","Soins de santé","company matched to selected lookup listing","","","https://finance.yahoo.com/quote/BAYN.DE/","https://finance.yahoo.com/quote/BAYN.DE/","https://finance.yahoo.com/quote/BAYN.DE/",""
"BE Semiconductor Industries N.V.","BE Semiconductor Industries N.V.","BESI","Euronext Amsterdam","BESI.AS","https://finance.yahoo.com/quote/BESI.AS/","EUR","Technology","Semiconductor Equipment & Materials",14153600000,"EUR","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","IT","company matched to selected lookup listing","","","https://finance.yahoo.com/quote/BESI.AS/","https://finance.yahoo.com/quote/BESI.AS/","https://finance.yahoo.com/quote/BESI.AS/",""
"BEAZLEY PLC","Beazley plc","BEZ","London Stock Exchange","BEZ.L","https://finance.yahoo.com/quote/BEZ.L/","GBp","Financial Services","Insurance - Specialty",7766420480,"GBP","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","Finance","company matched to selected lookup listing","Quote currency is pence; market capitalization is in pounds (GBP).","","https://finance.yahoo.com/quote/BEZ.L/","https://finance.yahoo.com/quote/BEZ.L/","https://finance.yahoo.com/quote/BEZ.L/",""
"Becton Dickinson and Co","Becton, Dickinson and Company","BDX","NYSE","BDX","https://finance.yahoo.com/quote/BDX/","USD","Healthcare","Medical Instruments & Supplies",49533542400,"USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","Soins de santé","company matched to selected lookup listing","","","https://finance.yahoo.com/quote/BDX/","https://finance.yahoo.com/quote/BDX/","https://finance.yahoo.com/quote/BDX/",""
"BEKAERT","NV Bekaert SA","BEKB","Euronext Brussels","BEKB.BR","https://finance.yahoo.com/quote/BEKB.BR/","EUR","Industrials","Metal Fabrication",1815869824,"EUR","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","Industrie","company matched to selected lookup listing","","","https://finance.yahoo.com/quote/BEKB.BR/","https://finance.yahoo.com/quote/BEKB.BR/","https://finance.yahoo.com/quote/BEKB.BR/",""
"BERKELEY GROUP HOLDINGS PLC","The Berkeley Group Holdings plc","BKG","London Stock Exchange","BKG.L","https://finance.yahoo.com/quote/BKG.L/","GBp","Consumer Cyclical","Residential Construction",2980000000,"GBP","2026-09-16","quote date shown by market-cap source","rounded source display","2026-09-16","Immobilier","company matched to selected lookup listing","Quote currency is pence; market capitalization is in pounds (GBP).","","https://finance.yahoo.com/quote/BKG.L/","https://finance.yahoo.com/quote/BKG.L/","https://stockanalysis.com/quote/lon/BKG/",""
"Berkshire Hathaway","Berkshire Hathaway Inc.","BRK.B","NYSE","BRK-B","https://finance.yahoo.com/quote/BRK-B/","USD","Financial Services","Insurance - Diversified",1112740855808,"USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","Finance","share class not confirmed","Class B shares selected; Class A BRK-A also exists. Challenge share class not confirmed.","BRK-A","https://finance.yahoo.com/quote/BRK-B/","https://finance.yahoo.com/quote/BRK-B/","https://finance.yahoo.com/quote/BRK-B/",""
"BHP GROUP LTD.","BHP Group Limited","BHP","Australian Securities Exchange","BHP.AX","https://finance.yahoo.com/quote/BHP.AX/","AUD","Basic Materials","Other Industrial Metals & Mining",305993809920,"AUD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","Matériaux","company matched to selected lookup listing","Australian listing selected; the company also has UK and US listings.","","https://finance.yahoo.com/quote/BHP.AX/","https://finance.yahoo.com/quote/BHP.AX/","https://finance.yahoo.com/quote/BHP.AX/",""
"Bio-Techne Corp","Bio-Techne Corporation","TECH","Nasdaq Global Select Market","TECH","https://finance.yahoo.com/quote/TECH/","USD","Healthcare","Biotechnology",11342663680,"USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","Soins de santé","company matched to selected lookup listing","","","https://finance.yahoo.com/quote/TECH/","https://query2.finance.yahoo.com/v1/finance/search?q=Bio-Techne+Corp&quotesCount=8&newsCount=0","https://finance.yahoo.com/quote/TECH/",""
